Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CAPPM_Adapter_Regression_POC,Chrome 64.0.3282.167,,2018-02-14 18:00:14,2018-02-14 18:01:02,47.894s,ERROR
,,,,,,
Test Cases/Main Test Cases/LoginCAPPM,Chrome 64.0.3282.167,Login to CA PPM :\n\nSteps:\n1.Enter the URL\n2.Give Username and Password\n\nExpected Result:\nCA PPM Home Page is displayed,2018-02-14 18:00:14,2018-02-14 18:00:43,28.959s,PASSED
callTestCase,Chrome 64.0.3282.167,,2018-02-14 18:00:15,2018-02-14 18:00:16,1.267s,PASSED
callTestCase,Chrome 64.0.3282.167,,2018-02-14 18:00:16,2018-02-14 18:00:18,1.508s,PASSED
newpackage.newkeyword.keywordName,Chrome 64.0.3282.167,,2018-02-14 18:00:18,2018-02-14 18:00:18,0.406s,PASSED
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 18:00:18,2018-02-14 18:00:18,0.000s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 18:00:18,2018-02-14 18:00:18,0.001s,PASSED
"Statement - extentTest1 = extent1.startTest(""LoginPage TestCase"")",Chrome 64.0.3282.167,,2018-02-14 18:00:18,2018-02-14 18:00:18,0.002s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-14 18:00:18,2018-02-14 18:00:28,10.089s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-14 18:00:28,2018-02-14 18:00:29,1.174s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-14 18:00:29,2018-02-14 18:00:31,1.143s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-14 18:00:31,2018-02-14 18:00:34,3.014s,PASSED
"Statement - extentTest1.log(INFO, ""Browser Launched"")",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.015s,PASSED
"Statement - username = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Login/input_userName), 3)",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.067s,PASSED
Statement - applyhighlight(username),Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.002s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.087s,PASSED
Statement - js = driver,Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.043s,PASSED
"Statement - js.executeScript(""arguments[0].style.border='3px solid red'"", element)",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.011s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.140s,PASSED
"Statement - extentTest1.log(INFO, ""Username is entered"")",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.000s,PASSED
"Statement - password = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Login/input_passWord), 3)",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.059s,PASSED
Statement - applyhighlight(password),Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.000s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.000s,PASSED
Statement - js = driver,Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.000s,PASSED
"Statement - js.executeScript(""arguments[0].style.border='3px solid red'"", element)",Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.012s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-14 18:00:34,2018-02-14 18:00:34,0.123s,PASSED
