Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CAPPM_Adapter_Regression_POC,Chrome 64.0.3282.167,,2018-02-14 10:02:21,2018-02-14 10:02:50,29.060s,ERROR
,,,,,,
Test Cases/Main Test Cases/LoginCAPPM,Chrome 64.0.3282.167,Login to CA PPM :\n\nSteps:\n1.Enter the URL\n2.Give Username and Password\n\nExpected Result:\nCA PPM Home Page is displayed,2018-02-14 10:02:21,2018-02-14 10:02:44,22.426s,ERROR
callTestCase,Chrome 64.0.3282.167,,2018-02-14 10:02:22,2018-02-14 10:02:24,1.366s,PASSED
callTestCase,Chrome 64.0.3282.167,,2018-02-14 10:02:24,2018-02-14 10:02:25,1.350s,PASSED
newpackage.newkeyword.keywordName,Chrome 64.0.3282.167,,2018-02-14 10:02:25,2018-02-14 10:02:26,0.348s,PASSED
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 10:02:26,2018-02-14 10:02:26,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 10:02:26,2018-02-14 10:02:26,0.001s,PASSED
"Statement - extentTest1 = extent1.startTest(""LoginPage TestCase"")",Chrome 64.0.3282.167,,2018-02-14 10:02:26,2018-02-14 10:02:26,0.003s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-14 10:02:26,2018-02-14 10:02:30,4.526s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-14 10:02:30,2018-02-14 10:02:31,1.149s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-02-14 10:02:31,2018-02-14 10:02:33,2.227s,PASSED
"Statement - extentTest1.log(INFO, ""Browser Launched"")",Chrome 64.0.3282.167,,2018-02-14 10:02:33,2018-02-14 10:02:33,0.035s,PASSED
"Statement - username = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Login/input_userName), 3)",Chrome 64.0.3282.167,,2018-02-14 10:02:33,2018-02-14 10:02:36,2.135s,PASSED
Statement - applyhighlight(username),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.002s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.008s,PASSED
Statement - js = driver,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
"Statement - js.executeScript(""arguments[0].style.border='3px solid red'"", element)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.026s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.120s,PASSED
"Statement - extentTest1.log(INFO, ""Username is entered"")",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
"Statement - password = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Login/input_passWord), 3)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.021s,PASSED
Statement - applyhighlight(password),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - js = driver,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
"Statement - js.executeScript(""arguments[0].style.border='3px solid red'"", element)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.007s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.098s,PASSED
"Statement - extentTest1.log(INFO, ""Password is entered"")",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
"Statement - buttonclick = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Login/input_ppm_login_button), 3)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.019s,PASSED
"Statement - screenShotPathLogin = capture(""LoginPage"")",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - ts = driver,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - source = ts.getScreenshotAs(FILE),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.363s,PASSED
"Statement - dest = ""D:\Katalon_CAPPM\Results\screenshots\"" + screenShotName + "".png""",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
Statement - destination = new java.io.File(dest),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
"Statement - org.apache.commons.io.FileUtils.copyFile(source, destination)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.013s,PASSED
Statement - return dest,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
"Statement - extentTest1.log(PASS, ""Snapshot below: "" + extentTest1.addScreenCapture(screenShotPathLogin))",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.003s,PASSED
Statement - applyhighlight(buttonclick),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.000s,PASSED
Statement - js = driver,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.001s,PASSED
"Statement - js.executeScript(""arguments[0].style.border='3px solid red'"", element)",Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:36,0.049s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-14 10:02:36,2018-02-14 10:02:38,2.009s,PASSED
click,Chrome 64.0.3282.167,,2018-02-14 10:02:38,2018-02-14 10:02:39,0.355s,PASSED
delay,Chrome 64.0.3282.167,,2018-02-14 10:02:39,2018-02-14 10:02:42,3.005s,PASSED
Statement - home_page1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 64.0.3282.167,,2018-02-14 10:02:42,2018-02-14 10:02:42,0.001s,PASSED
Statement - Try,Chrome 64.0.3282.167,,2018-02-14 10:02:42,2018-02-14 10:02:43,1.090s,PASSED
Statement - Catch (Exception e),Chrome 64.0.3282.167,,2018-02-14 10:02:43,2018-02-14 10:02:44,1.078s,PASSED
Statement - login_sucess = home_page1.isEnabled() && home_page1.isDisplayed(),Chrome 64.0.3282.167,,2018-02-14 10:02:44,2018-02-14 10:02:44,0.017s,PASSED
,,,,,,
Test Cases/Main Test Cases/ValidationFields,Chrome 64.0.3282.167,,2018-02-14 10:02:44,2018-02-14 10:02:45,1.249s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.000s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.000s,PASSED
"Statement - extentTest1 = extent1.startTest(""Validation Fields TestCase"")",Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
Statement - myData = com.kms.katalon.core.testdata.TestDataFactory.findTestData(FieldsValidation),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.183s,PASSED
Statement - println(myData.getAllData()),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.006s,PASSED
Statement - row = myData.getRowNumbers(),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.002s,PASSED
Statement - list_first_column = new java.util.ArrayList(),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
Statement - list_second_column = new java.util.ArrayList(),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
Statement - excel_field_names = new java.util.LinkedHashMap(),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
"Statement - For ([i = 1, i <= row, (i++)])",Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.130s,PASSED
Statement - println(list_first_column),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.006s,PASSED
Statement - println(list_second_column),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.000s,PASSED
Statement - println(excel_field_names),Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.001s,PASSED
"Statement - home_page = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Job Type CA PPM Adapte/span_Home), 3)",Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:45,0.009s,PASSED
,,,,,,
Test Cases/Main Test Cases/AddBussinessRule,Chrome 64.0.3282.167,,2018-02-14 10:02:45,2018-02-14 10:02:46,0.594s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 10:02:46,2018-02-14 10:02:46,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 10:02:46,2018-02-14 10:02:46,0.001s,PASSED
"Statement - extentTest1 = extent1.startTest(""Add BussinessRules TestCase"")",Chrome 64.0.3282.167,,2018-02-14 10:02:46,2018-02-14 10:02:46,0.001s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 64.0.3282.167,,2018-02-14 10:02:46,2018-02-14 10:02:46,0.001s,PASSED
"Statement - FileProperties_rule = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_CA PPM  Overview General/FileProperties), 3)",Chrome 64.0.3282.167,,2018-02-14 10:02:46,2018-02-14 10:02:46,0.025s,PASSED
,,,,,,
Test Cases/Main Test Cases/RunTransactionAdaptorJob,Chrome 64.0.3282.167,"Financial Transaction Adaptor Job :\n\nSteps:\na. Go to Home-> Personal -> Jobs\nb. Search for the \u2018CA PPM Adapter Client\u2019 Job\nc. Open it and enter the parameter value as \""Transaction\"" submit it to run it immediately\n \nExpected Result :\nJob is executed successfully\n",2018-02-14 10:02:46,2018-02-14 10:02:47,0.888s,PASSED
